node_id,node_type,name,country,owner,status,capacity_mt_day,demand_mt_day,latitude,longitude
new_mexico_united_states,international_source,New Mexico,United States,Summit Midstream Partners LP [70.00%]; ExxonMobil [30.00%],operating,30243.33,0.0,32.536999,-103.829316
waha_united_states,import_port,Waha,United States,Summit Midstream Partners LP [70.00%]; ExxonMobil [30.00%],operating,30243.33,0.0,32.2629,-104.126585
haynesville_shale_field_united_states,international_source,Haynesville shale field,United States,Enterprise Products Partners [100.00%],operating,22402.46,0.0,32.217872,-93.715924
louisiana_united_states,import_port,Louisiana,United States,Enterprise Products Partners [100.00%],operating,22402.46,0.0,30.437255,-91.179409
massachusetts_united_states,international_source,Massachusetts,United States,Enbridge [100.00%],cancelled,20722.28,0.0,42.250574,-70.998781
connecticut_united_states,import_port,Connecticut,United States,Enbridge [100.00%],cancelled,20722.28,0.0,41.400723,-73.475818
uniontown_united_states,international_source,Uniontown,United States,Enbridge [100.00%],operating,7168.79,0.0,,
kosciusko_united_states,import_port,Kosciusko,United States,Enbridge [100.00%],operating,7168.79,0.0,,
prudhoe_bay_united_states,international_source,Prudhoe Bay,United States,TC Energy; ExxonMobil,cancelled,100811.09,0.0,,
caroline_canada,import_port,Caroline,Canada,TC Energy; ExxonMobil,cancelled,100811.09,0.0,,
nikiski_united_states,import_port,Nikiski,United States,Alaska Gasline Development Corp [100.00%],proposed,78408.62,0.0,60.674865,-151.357189
lambertville_united_states,international_source,Lambertville,United States,Enbridge [100.00%],operating,69895.69,0.0,40.361664,-74.940096
boston_united_states,import_port,Boston,United States,Enbridge [100.00%],operating,69895.69,0.0,42.491592,-70.829481
rockland_county_united_states,international_source,Rockland County,United States,Enbridge [100.00%],operating,7661.64,0.0,,
westchester_county_united_states,import_port,Westchester County,United States,Enbridge [100.00%],operating,7661.64,0.0,,
british_columbia_canada,international_source,British Columbia,Canada,Alliance USA [50.00%]; Alliance Canada [50.00%],operating,35843.94,0.0,54.597543,-118.234573
chicago_united_states,import_port,Chicago,United States,Alliance USA [50.00%]; Alliance Canada [50.00%],operating,35843.94,0.0,41.459706,-88.132283
texas_united_states,international_source,Texas,United States,ANR Pipeline Co [100.00%],operating,134414.78,0.0,36.537197,-99.817135
clarington_united_states,international_source,Clarington,United States,XcL Midstream LLC [100.00%],operating,44804.93,0.0,,
ohio_united_states,import_port,Ohio,United States,XcL Midstream LLC [100.00%],operating,44804.93,0.0,,
new_jersey_united_states,international_source,New Jersey,United States,Enbridge [100.00%],operating,896.1,0.0,,
maine_united_states,import_port,Maine,United States,Enbridge [100.00%],operating,896.1,0.0,,
harrison_county_united_states,international_source,Harrison County,United States,Atlantic Coast Pipeline LLC [100.00%],cancelled,33603.7,0.0,36.544856,-77.508356
robeson_county_united_states,import_port,Robeson County,United States,Atlantic Coast Pipeline LLC [100.00%],cancelled,33603.7,0.0,37.914111,-78.979404
lancaster_county_united_states,international_source,Lancaster County,United States,Williams Companies [60.80%]; NextEra Energy [39.20%],operating,38084.19,0.0,41.716123,-75.70703
pennsylvania_united_states,import_port,Pennsylvania,United States,Williams Companies [60.80%]; NextEra Energy [39.20%],operating,38084.19,0.0,41.273146,-76.407301
fort_nelson_canada,international_source,Fort Nelson,Canada,Enbridge [100.00%],operating,76168.38,0.0,56.0877,-120.666
sumas_united_states,import_port,Sumas,United States,Enbridge [100.00%],operating,76168.38,0.0,55.863701,-120.197998
gillette_united_states,international_source,Gillette,United States,TC Energy [100.00%],operating,10685.98,0.0,,
glen_ullin_united_states,import_port,Glen Ullin,United States,TC Energy [100.00%],operating,10685.98,0.0,,
larose_united_states,international_source,Larose,United States,EnLink Midstream [100.00%],operating,20610.27,0.0,29.764438,-93.907285
alberta_saskatchewan_boundary_canada,international_source,Alberta-Saskatchewan boundary,Canada,TransCanada PipeLines Ltd [100.00%],operating,156017.16,0.0,43.085493,-79.195757
ontario_canada,import_port,Ontario,Canada,TransCanada PipeLines Ltd [100.00%],operating,156017.16,0.0,50.606519,-108.697972
illinois_united_states,import_port,Illinois,United States,Enable Midstream Partners LP [100.00%],operating,42564.68,0.0,38.668875,-90.103533
oklahoma_united_states,international_source,Oklahoma,United States,Enable Midstream Partners LP [100.00%],operating,51525.67,0.0,36.652182,-98.764464
perryville_hub_united_states,international_source,Perryville Hub,United States,Enbridge [50.00%]; Enable Midstream Partners LP [50.00%],operating,25538.81,0.0,32.706252,-92.005366
gulf_stream_natural_gas_pipeline_system_united_states,import_port,Gulf Stream Natural Gas Pipeline System,United States,Enbridge [50.00%]; Enable Midstream Partners LP [50.00%],operating,25538.81,0.0,30.70648,-88.565084
offshore_gulf_of_mexico_united_states,international_source,offshore Gulf of Mexico,United States,EnLink Midstream [100.00%],operating,7392.81,0.0,30.370011,-88.569357
pascagoula_united_states,import_port,Pascagoula,United States,EnLink Midstream [100.00%],operating,7392.81,0.0,30.185461,-88.284115
kit_carson_united_states,international_source,Kit Carson,United States,El Paso Corp [100.00%],operating,17921.97,0.0,,
sherman_united_states,import_port,Sherman,United States,El Paso Corp [100.00%],operating,17921.97,0.0,,
dawson_creek_canada,international_source,Dawson Creek,Canada,Alberta Investment Management Co [32.50%]; TC Energy [35.00%]; KKR Global Infrastructure Investors III [32.50%],operating,47045.17,0.0,,
kitimat_canada,import_port,Kitimat,Canada,Alberta Investment Management Co [32.50%]; TC Energy [35.00%]; KKR Global Infrastructure Investors III [32.50%],operating,47045.17,0.0,,
rocky_mountains_anadarko_basin_united_states,international_source,"Rocky Mountains, Anadarko Basin",United States,Kinder Morgan [100.00%],operating,115372.69,0.0,40.95066,-104.794993
california_united_states,import_port,California,United States,Kinder Morgan [100.00%],operating,115372.69,0.0,40.193114,-103.813059
midwest_united_states,international_source,Midwest,United States,Columbia Gas Transmission LLC [100.00%],operating,67207.39,0.0,40.612179,-81.821721
new_york_united_states,import_port,New York,United States,Columbia Gas Transmission LLC [100.00%],operating,67207.39,0.0,40.994508,-83.630923
lycoming_county_united_states,international_source,Lycoming County,United States,Inergy Holdings; UGI Corp; Capitol Energy Group,cancelled,26882.96,0.0,,
charles_county_united_states,import_port,Charles County,United States,Inergy Holdings; UGI Corp; Capitol Energy Group,cancelled,26882.96,0.0,,
susquehanna_county_united_states,international_source,Susquehanna County,United States,Williams Companies [51.00%]; Coterra Energy Inc [25.00%]; Duke Energy [24.00%],cancelled,14561.6,0.0,,
schoharie_county_united_states,import_port,Schoharie County,United States,Williams Companies [51.00%]; Coterra Energy Inc [25.00%]; Duke Energy [24.00%],cancelled,14561.6,0.0,,
schererville_united_states,international_source,Schererville,United States,TC Energy [100.00%],operating,6720.74,0.0,,
cygnet_united_states,import_port,Cygnet,United States,TC Energy [100.00%],operating,6720.74,0.0,,
utos_gas_pipeline_united_states,international_source,UTOS Gas Pipeline,United States,Delfin LNG LLC [100.00%],proposed,14729.62,0.0,,
high_island_offshore_gas_pipeline_united_states,import_port,High Island Offshore Gas Pipeline,United States,Delfin LNG LLC [100.00%],proposed,14729.62,0.0,,
alberta_canada,import_port,Alberta,Canada,BP plc; ConocoPhillips,cancelled,100811.09,0.0,,
gulf_of_mexico_united_states,international_source,Gulf of Mexico,United States,Enbridge [33.00%]; Third Coast Midstream LLC [67.00%],operating,26882.96,0.0,,
pascagoula_plant_moss_point_united_states,import_port,"Pascagoula plant, Moss Point",United States,Enbridge [33.00%]; Third Coast Midstream LLC [67.00%],operating,26882.96,0.0,,
dominion_lng_in_maryland_gas_from_ohio_and_virginia_united_states,international_source,"Dominion LNG in Maryland, gas from Ohio and Virginia",United States,Dominion Energy [100.00%],operating,161297.74,0.0,38.388272,-76.409351
new_united_kingdom_united_states,import_port,New United Kingdom,United States,Dominion Energy [100.00%],operating,161297.74,0.0,41.66192,-83.578698
ville_platte_united_states,international_source,Ville Platte,United States,Driftwood Pipeline LLC [100.00%],proposed,89609.86,0.0,30.375001,-93.112881
carlyss_united_states,import_port,Carlyss,United States,Driftwood Pipeline LLC [100.00%],proposed,89609.86,0.0,30.10317,-93.333812
coquitlam_canada,international_source,Coquitlam,Canada,Fortis BC [100.00%],construction,5107.76,0.0,49.718944,-123.159622
woodfibre_facility_squamish_canada,import_port,"Woodfibre facility, Squamish",Canada,Fortis BC [100.00%],construction,5107.76,0.0,49.31539,-122.809934
tennessee_united_states,international_source,Tennessee,United States,Enbridge [100.00%],operating,41668.58,0.0,36.518166,-79.656692
roanoke_united_states,import_port,Roanoke,United States,Enbridge [100.00%],operating,41668.58,0.0,36.795513,-81.793067
delaware_united_states,import_port,Delaware,United States,Chesapeake Utilities [100.00%],operating,2240.25,0.0,39.294355,-75.634301
mississippi_alabama_united_states,import_port,"Mississippi, Alabama",United States,Black Bear Transmission LLC [100.00%],operating,4480.49,0.0,35.074214,-88.133308
laverne_united_states,international_source,Laverne,United States,KPC Pipeline [100.00%],operating,3584.39,0.0,,
wichita_united_states,import_port,Wichita,United States,KPC Pipeline [100.00%],operating,3584.39,0.0,,
winnsboro_united_states,international_source,Winnsboro,United States,Third Coast Midstream LLC [100.00%],operating,1075.32,0.0,,
natchez_united_states,import_port,Natchez,United States,Third Coast Midstream LLC [100.00%],operating,1075.32,0.0,,
johnson_s_bayou_united_states,import_port,Johnson's Bayou,United States,Delfin LNG LLC [100.00%],idle,44804.93,0.0,,
conway_county_united_states,international_source,Conway County,United States,ETP Legacy [50.00%]; Kinder Morgan [50.00%],operating,44804.93,0.0,,
panola_county_united_states,import_port,Panola County,United States,ETP Legacy [50.00%]; Kinder Morgan [50.00%],operating,44804.93,0.0,,
port_lavaca_united_states,international_source,Port Lavaca,United States,Florida Gas Transmission Co LLC [100.00%],operating,23734.07,0.0,30.041463,-82.160287
miami_united_states,import_port,Miami,United States,Florida Gas Transmission Co LLC [100.00%],operating,23734.07,0.0,27.23785,-81.046694
monchy_canada,import_port,Monchy,Canada,TransCanada PipeLines Ltd [100.00%],operating,73928.13,0.0,50.338095,-109.572735
plaquemines_lng_project_united_states,import_port,Plaquemines LNG project,United States,Gator Express Pipeline LLC [100.00%],construction,44132.85,0.0,29.428892,-89.879222
emerson_canada,international_source,Emerson,Canada,TC Energy [53.55%]; TC PipeLines LP [46.45%],operating,53765.91,0.0,48.255791,-96.239502
minnesota_wisconsin_michigan_eastern_canada_united_states,import_port,"Minnesota, Wisconsin, Michigan, Eastern Canada",United States,TC Energy [53.55%]; TC PipeLines LP [46.45%],operating,53765.91,0.0,46.551516,-90.885168
joliet_united_states,international_source,Joliet,United States,ONEOK Inc [100.00%],operating,16801.85,0.0,,
ixonia_united_states,import_port,Ixonia,United States,ONEOK Inc [100.00%],operating,16801.85,0.0,,
perryville_united_states,import_port,Perryville,United States,Boardwalk Pipeline Partners [100.00%],operating,38666.65,0.0,,
louisiana_alabama_mississippi_florida_united_states,import_port,"Louisiana, Alabama, Mississippi, Florida",United States,Boardwalk Pipeline Partners [100.00%],operating,60486.65,0.0,32.923891,-91.447948
wharton_and_brazoria_counties_united_states,international_source,Wharton and Brazoria Counties,United States,Boardwalk Pipeline Partners [100.00%],operating,31811.5,0.0,,
mobile_county_united_states,international_source,Mobile County,United States,Williams Companies [50.00%]; Enbridge [50.00%],operating,29347.23,0.0,30.421916,-88.883977
florida_united_states,import_port,Florida,United States,Williams Companies [50.00%]; Enbridge [50.00%],operating,29347.23,0.0,26.683618,-80.210593
gulf_of_mexico_utos_gas_pipeline_united_states,import_port,"Gulf of Mexico, UTOS Gas Pipeline",United States,Genesis Energy [100.00%],operating,44804.93,0.0,29.399223,-93.442686
mchenry_county_united_states,import_port,McHenry County,United States,Natural Gas Pipeline Co of America LLC (NGPL) [50.00%]; Nicor Gas [50.00%],operating,8512.94,0.0,,
horn_river_basin_canada,international_source,Horn River Basin,Canada,TC Energy [100.00%],cancelled,22402.46,0.0,,
kotcho_lake_canada,import_port,Kotcho Lake,Canada,TC Energy [100.00%],cancelled,22402.46,0.0,,
multiple_united_states,international_source,Multiple,United States,ETP Legacy [100.00%],operating,118733.06,0.0,33.632786,-96.772354
west_delta_block_68_united_states,international_source,West Delta Block 68,United States,Enterprise Products Partners [100.00%],operating,22402.46,0.0,,
mississippi_canyon_block_920_united_states,import_port,Mississippi Canyon Block 920,United States,Enterprise Products Partners [100.00%],operating,22402.46,0.0,,
waddington_canada,international_source,Waddington,Canada,Iroquois Pipeline Co [100.00%],operating,11201.23,0.0,43.178328,-74.927745
bronx_united_states,import_port,Bronx,United States,Iroquois Pipeline Co [100.00%],operating,11201.23,0.0,44.05536,-75.354527
opal_united_states,international_source,Opal,United States,Kern River Gas Transmission Co [100.00%],operating,48613.35,0.0,34.993468,-117.671106
daggett_united_states,import_port,Daggett,United States,Kern River Gas Transmission Co [100.00%],operating,48613.35,0.0,35.267478,-116.298416
wyoming_united_states,international_source,Wyoming,United States,Tallgrass Energy [100.00%],operating,18594.05,0.0,38.473472,-101.040896
missouri_nebraska_united_states,import_port,"Missouri, Nebraska",United States,Tallgrass Energy [100.00%],operating,18594.05,0.0,40.09216,-102.482944
cotton_valley_united_states,international_source,Cotton Valley,United States,EnLink Midstream [100.00%],operating,15681.72,0.0,32.819154,-93.417851
new_orleans_united_states,import_port,New Orleans,United States,EnLink Midstream [100.00%],operating,15681.72,0.0,30.970491,-91.694101
inuvik_area_facility_canada,international_source,Inuvik Area Facility,Canada,ExxonMobil [39.60%]; The Aboriginal Pipeline Group [33.30%]; ConocoPhillips [15.70%]; Shell plc [11.40%],cancelled,26882.96,0.0,,
goldboro_canada,international_source,Goldboro,Canada,Enbridge [77.53%]; Emera [12.92%]; ExxonMobil [9.55%],operating,18594.05,0.0,42.530439,-70.908119
dracut_united_states,import_port,Dracut,United States,Enbridge [77.53%]; Emera [12.92%]; ExxonMobil [9.55%],operating,18594.05,0.0,42.662765,-71.257762
bennington_united_states,international_source,Bennington,United States,Kinder Morgan [50.00%]; ETP Legacy [50.00%],operating,34342.98,0.0,,
butler_united_states,import_port,Butler,United States,Kinder Morgan [50.00%]; ETP Legacy [50.00%],operating,34342.98,0.0,,
portland_united_states,international_source,Portland,United States,ONEOK Inc [100.00%],operating,14561.6,0.0,41.448283,-88.191545
starr_county_united_states,international_source,Starr County,United States,Kinder Morgan [100.00%],operating,14337.58,0.0,,
monterrey_mexico,import_port,Monterrey,Mexico,Kinder Morgan [100.00%],operating,14337.58,0.0,,
lake_erie_united_states,international_source,Lake Erie,United States,Millennium Pipeline [100.00%],operating,11201.23,0.0,,
mount_vernon_united_states,import_port,Mount Vernon,United States,Millennium Pipeline [100.00%],operating,11201.23,0.0,,
mississippi_canyon_united_states,international_source,Mississippi Canyon,United States,Enbridge [100.00%],operating,17921.97,0.0,,
topock_united_states,international_source,Topock,United States,El Paso Corp [100.00%],operating,8960.99,0.0,35.411718,-118.922603
kern_county_united_states,import_port,Kern County,United States,El Paso Corp [100.00%],operating,8960.99,0.0,34.714337,-114.488486
wetzel_county_united_states,international_source,Wetzel County,United States,Mountain Valley Pipeline LLC [100.00%],operating,44804.93,0.0,39.557175,-80.549888
pittsylvania_county_united_states,import_port,Pittsylvania County,United States,Mountain Valley Pipeline LLC [100.00%],operating,44804.93,0.0,36.832109,-79.342876
west_virginia_united_states,international_source,West Virginia,United States,TC Energy [100.00%],operating,60486.65,0.0,39.827866,-80.745877
texas_permian_basin_gulf_of_mexico_united_states,international_source,"Texas Permian Basin, Gulf of Mexico",United States,Kinder Morgan [37.50%]; Brookfield Infrastructure Partners [25.00%]; ArcLight Capital Partners [37.50%],operating,35843.94,0.0,32.656,-104.58176
ship_shoal_block_207_green_canyon_corridor_united_states,international_source,"Ship Shoal Block 207, Green Canyon Corridor",United States,Enbridge [100.00%],operating,13441.48,0.0,29.656664,-91.54797
neptune_gas_processing_plant_st_mary_s_parish_united_states,import_port,"Neptune Gas Processing Plant, St. Mary's Parish",United States,Enbridge [100.00%],operating,13441.48,0.0,26.818798,-91.605654
nueces_county_united_states,international_source,Nueces County,United States,NextEra Energy [90.00%]; MGI Enterprises [10.00%],operating,47045.17,0.0,,
rio_grande_city_united_states,import_port,Rio Grande City,United States,NextEra Energy [90.00%]; MGI Enterprises [10.00%],operating,47045.17,0.0,,
kensington_united_states,international_source,Kensington,United States,DTE Energy [50.00%]; Enbridge [50.00%],operating,33603.7,0.0,,
willow_run_united_states,import_port,Willow Run,United States,DTE Energy [50.00%]; Enbridge [50.00%],operating,33603.7,0.0,,
ehrenberg_united_states,international_source,Ehrenberg,United States,North Baja Pipeline LLC [100.00%],operating,13441.48,0.0,33.59609,-114.530225
ogilby_united_states,import_port,Ogilby,United States,North Baja Pipeline LLC [100.00%],operating,13441.48,0.0,33.603564,-114.640572
la_plata_county_united_states,import_port,La Plata County,United States,Williams Companies [100.00%],operating,85129.36,0.0,37.578062,-108.711249
kingsgate_canada,international_source,Kingsgate,Canada,TC Energy [100.00%],operating,64967.15,0.0,49.001218,-116.186345
malin_united_states,import_port,Malin,United States,TC Energy [100.00%],operating,64967.15,0.0,47.277472,-117.405781
foothills_canada,international_source,Foothills,Canada,NOVA Gas Transmission Ltd [100.00%],operating,179219.71,0.0,49.306615,-114.039927
wantage_sussex_county_united_states,international_source,"Wantage, Sussex County",United States,TC Energy [50.00%]; Dominion Energy [50.00%],cancelled,0.0,0.0,,
pleasant_valley_united_states,import_port,Pleasant Valley,United States,TC Energy [50.00%]; Dominion Energy [50.00%],cancelled,0.0,0.0,,
kensington_processing_plant_united_states,international_source,Kensington Processing plant,United States,Enbridge [100.00%],operating,12321.36,0.0,39.880956,-81.068572
monroe_county_united_states,import_port,Monroe County,United States,Enbridge [100.00%],operating,12321.36,0.0,39.786728,-81.084413
pittsburg_county_united_states,international_source,Pittsburg County,United States,Black Bear Transmission LLC [100.00%],operating,3808.42,0.0,34.829735,-95.508089
missouri_united_states,import_port,Missouri,United States,Black Bear Transmission LLC [100.00%],operating,3808.42,0.0,36.331254,-92.364441
jordan_cove_lng_terminal_coos_bay_united_states,import_port,"Jordan Cove LNG terminal, Coos Bay",United States,Pembina Pipeline Corp [100.00%],cancelled,45342.59,0.0,,
summit_lake_canada,international_source,Summit Lake,Canada,Enbridge [100.00%],shelved,30467.35,0.0,,
indiana_ohio_united_states,import_port,"Indiana, Ohio",United States,Southern Union Panhandle LLC; Energy Transfer,operating,62726.9,0.0,35.789328,-97.744369
luzerne_county_united_states,international_source,Luzerne County,United States,PennEast Pipeline Co [100.00%],cancelled,24799.53,0.0,,
jefferson_county_united_states,international_source,Jefferson County,United States,Port Arthur Pipeline LLC [100.00%],proposed,44804.93,0.0,,
st_landry_parish_united_states,import_port,St Landry Parish,United States,Port Arthur Pipeline LLC [100.00%],proposed,44804.93,0.0,,
pittsburg_united_states,international_source,Pittsburg,United States,TC Energy [61.70%]; Northern New England Investment Co [38.30%],operating,4704.52,0.0,44.997829,-71.486886
westbrook_united_states,import_port,Westbrook,United States,TC Energy [61.70%]; Northern New England Investment Co [38.30%],operating,4704.52,0.0,44.502775,-70.216
chetwynd_canada,international_source,Chetwynd,Canada,NW Infrastructure Ltd Partnership [100.00%],construction,44804.93,0.0,55.339955,-126.715557
ksi_lisims_lng_canada,import_port,Ksi Lisims LNG,Canada,NW Infrastructure Ltd Partnership [100.00%],construction,44804.93,0.0,55.12716,-122.932258
caddo_parish_united_states,international_source,Caddo Parish,United States,ETP Legacy [100.00%],operating,4480.49,0.0,32.490535,-94.140032
franklin_parish_united_states,import_port,Franklin Parish,United States,ETP Legacy [100.00%],operating,4480.49,0.0,32.537598,-92.585911
kingsville_united_states,international_source,Kingsville,United States,Rio Bravo Pipeline Co LLC [100.00%],proposed,100811.09,0.0,26.01488,-97.275099
rio_grande_lng_port_of_brownsville_united_states,import_port,"Rio Grande LNG, Port of Brownsville",United States,Rio Bravo Pipeline Co LLC [100.00%],proposed,100811.09,0.0,27.486305,-98.066734
colorado_wyoming_united_states,international_source,"Colorado, Wyoming",United States,Tallgrass Energy [75.00%]; Phillips 66 [25.00%],operating,90729.98,0.0,41.532225,-110.059937
alexander_city_united_states,international_source,Alexander City,United States,Sabal Trail Transmission LLC [100.00%],operating,18594.05,0.0,28.963711,-82.676149
reunion_united_states,import_port,Reunion,United States,Sabal Trail Transmission LLC [100.00%],operating,18594.05,0.0,33.001458,-85.895451
erath_united_states,international_source,Erath,United States,EnLink Midstream [100.00%],operating,5264.58,0.0,,
port_arthur_united_states,import_port,Port Arthur,United States,EnLink Midstream [100.00%],operating,5264.58,0.0,,
rocky_mountains_united_states,international_source,Rocky Mountains,United States,Southern Star Central Gas Pipeline Inc [100.00%],operating,53765.91,0.0,35.958498,-99.975493
farmington_united_states,international_source,Farmington,United States,Southern Trails Pipeline Co [100.00%],operating,1949.01,0.0,,
scott_county_united_states,international_source,Scott County,United States,Spire STL Pipeline LLC [100.00%],operating,8960.99,0.0,,
st_louis_county_united_states,import_port,St Louis County,United States,Spire STL Pipeline LLC [100.00%],operating,8960.99,0.0,,
tuxpan_mexico,import_port,Tuxpan,Mexico,TC Energy [60.00%]; IEnova [40.00%],operating,58246.41,0.0,22.307103,-98.103785
refugio_county_united_states,international_source,Refugio County,United States,Kinder Morgan [100.00%],operating,2688.3,0.0,26.89744,-99.293676
fort_bend_county_united_states,import_port,Fort Bend County,United States,Kinder Morgan [100.00%],operating,2688.3,0.0,32.803121,-95.442771
louisana_united_states,international_source,Louisana,United States,Boardwalk Pipeline Partners [100.00%],operating,136655.03,0.0,37.022027,-88.326334
indiana_illinois_ohio_united_states,import_port,"Indiana, Illinois, Ohio",United States,Boardwalk Pipeline Partners [100.00%],operating,136655.03,0.0,38.844478,-86.320491
carthage_united_states,international_source,Carthage,United States,ETP Legacy [100.00%],operating,44804.93,0.0,,
delhi_united_states,import_port,Delhi,United States,ETP Legacy [100.00%],operating,44804.93,0.0,,
cheyenne_united_states,international_source,Cheyenne,United States,Tallgrass Energy [100.00%],operating,19669.36,0.0,40.313107,-96.916045
beatrice_united_states,import_port,Beatrice,United States,Tallgrass Energy [100.00%],operating,19669.36,0.0,41.001729,-103.564889
quebec_city_canada,international_source,Quebec City,Canada,TC Energy [50.00%]; Trencap [50.00%],operating,17921.97,0.0,46.813537,-71.213986
east_hereford_canada,import_port,East Hereford,Canada,TC Energy [50.00%]; Trencap [50.00%],operating,17921.97,0.0,45.082211,-71.4985
fort_stockton_united_states,international_source,Fort Stockton,United States,ETP Legacy [16.00%]; Carso Energy [51.00%]; MasTec [33.00%],operating,31363.45,0.0,,
presidio_united_states,import_port,Presidio,United States,ETP Legacy [16.00%]; Carso Energy [51.00%]; MasTec [33.00%],operating,31363.45,0.0,,
grand_chenier_united_states,international_source,Grand Chenier,United States,TransCameron Pipeline LLC [100.00%],operating,42564.68,0.0,,
cameron_united_states,import_port,Cameron,United States,TransCameron Pipeline LLC [100.00%],operating,42564.68,0.0,,
rio_blanco_county_united_states,international_source,Rio Blanco County,United States,Kinder Morgan [100.00%],operating,22402.46,0.0,38.991567,-108.38942
san_juan_county_united_states,import_port,San Juan County,United States,Kinder Morgan [100.00%],operating,22402.46,0.0,36.868363,-107.901387
offshore_united_states,international_source,offshore,United States,Transco [100.00%],operating,376361.4,0.0,40.229115,-74.794428
saskatchewan_canada,international_source,Saskatchewan,Canada,SaskEnergy [100.00%],operating,0.0,0.0,53.399861,-109.447818
texas_oklahoma_panhandle_california_arizona_united_states,import_port,"Texas-Oklahoma Panhandle, California, Arizona",United States,ETP Legacy [100.00%],operating,63510.99,0.0,35.537261,-108.642074
illinois_indiana_united_states,import_port,"Illinois, Indiana",United States,ETP Legacy [100.00%],operating,33603.7,0.0,31.599724,-92.432055
wadsworth_united_states,import_port,Wadsworth,United States,TC PipeLines LP [100.00%],operating,5152.57,0.0,,
agua_dulce_united_states,international_source,Agua Dulce,United States,Enbridge [100.00%],operating,58246.41,0.0,,
dawn_canada,import_port,Dawn,Canada,Enbridge [60.00%]; DTE Energy [40.00%],operating,39092.3,0.0,,
marshfield_united_states,import_port,Marshfield,United States,ONEOK Inc [100.00%],operating,11201.23,0.0,,
virginia_united_states,international_source,Virginia,United States,TC Energy [100.00%],operating,29123.2,0.0,39.221273,-78.433383
beatton_ranch_canada,international_source,Beatton Ranch,Canada,Enbridge; BG Group,cancelled,94090.35,0.0,,
ridley_island_canada,import_port,Ridley Island,Canada,Enbridge; BG Group,cancelled,94090.35,0.0,,
north_dakota_united_states,import_port,North Dakota,United States,WBI Energy [100.00%],operating,47045.17,0.0,45.894163,-106.641564
colorado_united_states,import_port,Colorado,United States,Kinder Morgan [100.00%],operating,87369.61,0.0,41.761401,-107.31689
beauregard_parish_united_states,international_source,Beauregard Parish,United States,Cheniere Energy [100.00%],operating,33603.7,0.0,,
sabine_pass_lng_united_states,import_port,Sabine Pass LNG,United States,Cheniere Energy [100.00%],operating,33603.7,0.0,,
haynesville_united_states,international_source,Haynesville,United States,Tellurian [100.00%],cancelled,44804.93,0.0,,
gillis_united_states,import_port,Gillis,United States,Tellurian [100.00%],cancelled,44804.93,0.0,,
san_elizario_united_states,import_port,San Elizario,United States,ONEOK Inc [50.00%]; Fermaca [50.00%],operating,3808.42,0.0,,
agua_dulce_hub_united_states,import_port,Agua Dulce Hub,United States,Kinder Morgan [100.00%],construction,5824.64,0.0,,
chippawa_canada,international_source,Chippawa,Canada,Empire Pipeline [100.00%],operating,6720.74,0.0,42.956473,-79.022934
lycoming_united_states,international_source,Lycoming,United States,UGI Energy [100.00%],operating,4480.49,0.0,,
hummel_station_united_states,import_port,Hummel Station,United States,UGI Energy [100.00%],operating,4480.49,0.0,,
will_united_states,international_source,Will,United States,Tallgrass Energy [100.00%],cancelled,33603.7,0.0,41.49469,-88.239975
douglas_united_states,import_port,Douglas,United States,Tallgrass Energy [100.00%],cancelled,33603.7,0.0,40.278119,-88.333242
point_mackenzie_united_states,import_port,Point MacKenzie,United States,Alaska Gasline Development Corp [100.00%],shelved,11201.23,0.0,,
alabama_united_states,international_source,Alabama,United States,Third Coast Midstream LLC [100.00%],operating,2733.1,0.0,33.045363,-87.475624
mississippi_united_states,import_port,Mississippi,United States,Third Coast Midstream LLC [100.00%],operating,2733.1,0.0,33.045363,-87.475624
rising_sun_united_states,international_source,Rising Sun,United States,H4 Capital Partners [100.00%],shelved,0.0,0.0,,
accomack_united_states,import_port,Accomack,United States,H4 Capital Partners [100.00%],shelved,0.0,0.0,,
maypearl_united_states,international_source,Maypearl,United States,Enterprise Products Partners [50.00%]; ETP Legacy [50.00%],operating,3584.39,0.0,,
sweeny_united_states,import_port,Sweeny,United States,Enterprise Products Partners [50.00%]; ETP Legacy [50.00%],operating,3584.39,0.0,,
north_pole_united_states,import_port,North Pole,United States,Fairbanks Pipeline Co [100.00%],cancelled,1167.17,0.0,,
manchester_united_states,international_source,Manchester,United States,Algonquin Power & Utilities Corp [100.00%],cancelled,0.0,0.0,,
exter_united_states,import_port,Exter,United States,Algonquin Power & Utilities Corp [100.00%],cancelled,0.0,0.0,,
salt_lake_city_united_states,international_source,Salt Lake City,United States,Magnum Energy Midstream Holdings [100.00%],cancelled,44804.93,0.0,,
yuma_united_states,import_port,Yuma,United States,Magnum Energy Midstream Holdings [100.00%],cancelled,44804.93,0.0,,
milnor_united_states,international_source,Milnor,United States,MDU Resources Group [100.00%],operating,0.0,0.0,,
qwinner_united_states,import_port,Qwinner,United States,MDU Resources Group [100.00%],operating,0.0,0.0,,
berkley_united_states,international_source,Berkley,United States,Mountaineer Gas Co [100.00%],operating,0.0,0.0,,
martinsburg_united_states,import_port,Martinsburg,United States,Mountaineer Gas Co [100.00%],operating,0.0,0.0,,
chesterfield_united_states,international_source,Chesterfield,United States,New Jersey Resources [100.00%],operating,6272.69,0.0,,
lakehurst_united_states,import_port,Lakehurst,United States,New Jersey Resources [100.00%],operating,6272.69,0.0,,
